,origin,period,destin,trade_value_usd,period_date
308,Italy,201502,Czechia,718,2015-02-01
309,Netherlands,201502,Czechia,35760,2015-02-01
310,Poland,201502,Czechia,170011,2015-02-01
311,Slovakia,201502,Czechia,2453,2015-02-01
312,Spain,201502,Czechia,2528409,2015-02-01
313,United Kingdom,201502,Czechia,5058,2015-02-01
322,Belgium,201503,Czechia,9607,2015-03-01
323,Germany,201503,Czechia,707015,2015-03-01
324,Greece,201503,Czechia,257305,2015-03-01
325,Italy,201503,Czechia,304,2015-03-01
326,Netherlands,201503,Czechia,322164,2015-03-01
327,Poland,201503,Czechia,203385,2015-03-01
328,Slovakia,201503,Czechia,2832,2015-03-01
329,Spain,201503,Czechia,2631873,2015-03-01
330,United Kingdom,201503,Czechia,2212,2015-03-01
340,Albania,201504,Czechia,45689,2015-04-01
341,Belgium,201504,Czechia,19220,2015-04-01
342,Bulgaria,201504,Czechia,15823,2015-04-01
343,France,201504,Czechia,16,2015-04-01
344,Germany,201504,Czechia,572089,2015-04-01
345,Greece,201504,Czechia,531409,2015-04-01
346,Italy,201504,Czechia,3316,2015-04-01
347,Morocco,201504,Czechia,726,2015-04-01
348,Netherlands,201504,Czechia,1135723,2015-04-01
349,Poland,201504,Czechia,238213,2015-04-01
350,Romania,201504,Czechia,462540,2015-04-01
351,Slovakia,201504,Czechia,3077,2015-04-01
352,Spain,201504,Czechia,1934468,2015-04-01
353,TFYR of Macedonia,201504,Czechia,18694,2015-04-01
354,United Kingdom,201504,Czechia,1917,2015-04-01
364,Austria,201505,Czechia,22875,2015-05-01
365,Belgium,201505,Czechia,26700,2015-05-01
366,Bulgaria,201505,Czechia,266820,2015-05-01
367,Germany,201505,Czechia,531209,2015-05-01
368,Greece,201505,Czechia,70124,2015-05-01
369,Hungary,201505,Czechia,24759,2015-05-01
370,Italy,201505,Czechia,13518,2015-05-01
371,Netherlands,201505,Czechia,1097026,2015-05-01
372,Poland,201505,Czechia,184281,2015-05-01
373,Romania,201505,Czechia,823376,2015-05-01
374,Slovakia,201505,Czechia,47568,2015-05-01
375,Spain,201505,Czechia,1495010,2015-05-01
376,TFYR of Macedonia,201505,Czechia,64777,2015-05-01
377,United Kingdom,201505,Czechia,1381,2015-05-01
387,Austria,201506,Czechia,10307,2015-06-01
388,Belgium,201506,Czechia,17063,2015-06-01
389,Bulgaria,201506,Czechia,164191,2015-06-01
390,France,201506,Czechia,269,2015-06-01
391,Germany,201506,Czechia,674833,2015-06-01
392,Greece,201506,Czechia,1018,2015-06-01
393,Hungary,201506,Czechia,270370,2015-06-01
394,Italy,201506,Czechia,360,2015-06-01
395,Morocco,201506,Czechia,732,2015-06-01
396,Netherlands,201506,Czechia,525786,2015-06-01
397,Poland,201506,Czechia,254494,2015-06-01
398,Romania,201506,Czechia,729928,2015-06-01
399,Slovakia,201506,Czechia,185099,2015-06-01
400,Spain,201506,Czechia,1703231,2015-06-01
401,Sweden,201506,Czechia,9565,2015-06-01
402,TFYR of Macedonia,201506,Czechia,77375,2015-06-01
403,United Kingdom,201506,Czechia,1058,2015-06-01
410,Austria,201507,Czechia,64631,2015-07-01
411,Belgium,201507,Czechia,15529,2015-07-01
412,Bulgaria,201507,Czechia,314068,2015-07-01
413,France,201507,Czechia,19194,2015-07-01
414,Germany,201507,Czechia,1115397,2015-07-01
415,Greece,201507,Czechia,1006,2015-07-01
416,Hungary,201507,Czechia,1264616,2015-07-01
417,Italy,201507,Czechia,141,2015-07-01
418,Morocco,201507,Czechia,723,2015-07-01
419,Netherlands,201507,Czechia,1084296,2015-07-01
420,Poland,201507,Czechia,375318,2015-07-01
421,Romania,201507,Czechia,163491,2015-07-01
422,Slovakia,201507,Czechia,276197,2015-07-01
423,Spain,201507,Czechia,626105,2015-07-01
424,Sweden,201507,Czechia,31211,2015-07-01
425,Ukraine,201507,Czechia,36845,2015-07-01
426,TFYR of Macedonia,201507,Czechia,69438,2015-07-01
427,United Kingdom,201507,Czechia,713,2015-07-01
435,Austria,201508,Czechia,98628,2015-08-01
436,Belgium,201508,Czechia,27586,2015-08-01
437,Bulgaria,201508,Czechia,346181,2015-08-01
438,France,201508,Czechia,271,2015-08-01
439,Germany,201508,Czechia,1028800,2015-08-01
440,Greece,201508,Czechia,23870,2015-08-01
441,Hungary,201508,Czechia,751149,2015-08-01
442,Italy,201508,Czechia,108,2015-08-01
443,Morocco,201508,Czechia,734,2015-08-01
444,Netherlands,201508,Czechia,1534811,2015-08-01
445,Poland,201508,Czechia,578177,2015-08-01
446,Romania,201508,Czechia,425232,2015-08-01
447,Slovakia,201508,Czechia,239830,2015-08-01
448,Spain,201508,Czechia,46835,2015-08-01
449,TFYR of Macedonia,201508,Czechia,81730,2015-08-01
450,United Kingdom,201508,Czechia,1044,2015-08-01
459,Austria,201509,Czechia,23,2015-09-01
460,Belgium,201509,Czechia,5169,2015-09-01
461,Bulgaria,201509,Czechia,669794,2015-09-01
462,Germany,201509,Czechia,746211,2015-09-01
463,Greece,201509,Czechia,1028,2015-09-01
464,Hungary,201509,Czechia,83243,2015-09-01
465,Italy,201509,Czechia,123,2015-09-01
466,Morocco,201509,Czechia,739,2015-09-01
467,Netherlands,201509,Czechia,534095,2015-09-01
468,Poland,201509,Czechia,425441,2015-09-01
469,Romania,201509,Czechia,317863,2015-09-01
470,Slovakia,201509,Czechia,107235,2015-09-01
471,Spain,201509,Czechia,707777,2015-09-01
472,Sweden,201509,Czechia,31679,2015-09-01
473,TFYR of Macedonia,201509,Czechia,174097,2015-09-01
474,United Kingdom,201509,Czechia,1380,2015-09-01
483,Albania,201510,Czechia,7735,2015-10-01
484,Austria,201510,Czechia,23,2015-10-01
485,Bulgaria,201510,Czechia,267676,2015-10-01
486,Germany,201510,Czechia,616801,2015-10-01
487,Greece,201510,Czechia,178249,2015-10-01
488,Italy,201510,Czechia,170,2015-10-01
489,Morocco,201510,Czechia,739,2015-10-01
490,Netherlands,201510,Czechia,248435,2015-10-01
491,Poland,201510,Czechia,193903,2015-10-01
492,Romania,201510,Czechia,33663,2015-10-01
493,Slovakia,201510,Czechia,7320,2015-10-01
494,Spain,201510,Czechia,2008436,2015-10-01
495,TFYR of Macedonia,201510,Czechia,15015,2015-10-01
496,United Kingdom,201510,Czechia,1276,2015-10-01
502,Belgium,201511,Czechia,1065,2015-11-01
503,France,201511,Czechia,54,2015-11-01
504,Germany,201511,Czechia,594793,2015-11-01
505,Greece,201511,Czechia,185853,2015-11-01
506,Israel,201511,Czechia,272,2015-11-01
507,Italy,201511,Czechia,178,2015-11-01
508,Morocco,201511,Czechia,1292,2015-11-01
509,Netherlands,201511,Czechia,129546,2015-11-01
510,Poland,201511,Czechia,147345,2015-11-01
511,Slovakia,201511,Czechia,20571,2015-11-01
512,Spain,201511,Czechia,2384386,2015-11-01
513,Turkey,201511,Czechia,130,2015-11-01
519,France,201512,Czechia,82,2015-12-01
520,Germany,201512,Czechia,398250,2015-12-01
521,Greece,201512,Czechia,468296,2015-12-01
522,Israel,201512,Czechia,363,2015-12-01
523,Italy,201512,Czechia,49585,2015-12-01
524,Morocco,201512,Czechia,717,2015-12-01
525,Netherlands,201512,Czechia,40677,2015-12-01
526,Poland,201512,Czechia,137478,2015-12-01
527,Slovakia,201512,Czechia,5305,2015-12-01
528,Spain,201512,Czechia,2059690,2015-12-01
529,United Kingdom,201512,Czechia,1572,2015-12-01
537,Germany,201601,Czechia,495317,2016-01-01
538,Greece,201601,Czechia,600484,2016-01-01
539,Israel,201601,Czechia,691,2016-01-01
540,Italy,201601,Czechia,159,2016-01-01
541,Morocco,201601,Czechia,716,2016-01-01
542,Netherlands,201601,Czechia,25916,2016-01-01
543,Poland,201601,Czechia,107442,2016-01-01
544,Slovakia,201601,Czechia,2358,2016-01-01
545,Spain,201601,Czechia,2115065,2016-01-01
546,United Kingdom,201601,Czechia,1794,2016-01-01
554,Belgium,201602,Czechia,3359,2016-02-01
555,Germany,201602,Czechia,490262,2016-02-01
556,Greece,201602,Czechia,382780,2016-02-01
557,Italy,201602,Czechia,11772,2016-02-01
558,Morocco,201602,Czechia,2887,2016-02-01
559,Netherlands,201602,Czechia,122112,2016-02-01
560,Poland,201602,Czechia,33292,2016-02-01
561,Slovakia,201602,Czechia,2756,2016-02-01
562,Spain,201602,Czechia,2450348,2016-02-01
563,United Kingdom,201602,Czechia,1637,2016-02-01
571,Belgium,201603,Czechia,51439,2016-03-01
572,Bulgaria,201603,Czechia,158070,2016-03-01
573,Germany,201603,Czechia,625351,2016-03-01
574,Greece,201603,Czechia,837282,2016-03-01
575,Israel,201603,Czechia,137,2016-03-01
576,Italy,201603,Czechia,236,2016-03-01
577,Morocco,201603,Czechia,1313,2016-03-01
578,Netherlands,201603,Czechia,636454,2016-03-01
579,Poland,201603,Czechia,92414,2016-03-01
580,Slovakia,201603,Czechia,6510,2016-03-01
581,Spain,201603,Czechia,2537392,2016-03-01
582,United Kingdom,201603,Czechia,1452,2016-03-01
590,Austria,201604,Czechia,27892,2016-04-01
591,Belgium,201604,Czechia,16233,2016-04-01
592,Bulgaria,201604,Czechia,351793,2016-04-01
593,Chile,201604,Czechia,27157,2016-04-01
594,Germany,201604,Czechia,694086,2016-04-01
595,Greece,201604,Czechia,334692,2016-04-01
596,Italy,201604,Czechia,3005,2016-04-01
597,Mexico,201604,Czechia,875,2016-04-01
598,Morocco,201604,Czechia,748,2016-04-01
599,Netherlands,201604,Czechia,1058573,2016-04-01
600,Poland,201604,Czechia,108398,2016-04-01
601,Slovakia,201604,Czechia,6716,2016-04-01
602,Spain,201604,Czechia,1977103,2016-04-01
603,United Kingdom,201604,Czechia,1576,2016-04-01
612,Austria,201605,Czechia,35785,2016-05-01
613,Belgium,201605,Czechia,36814,2016-05-01
614,Bulgaria,201605,Czechia,425425,2016-05-01
615,Croatia,201605,Czechia,182774,2016-05-01
616,Germany,201605,Czechia,484505,2016-05-01
617,Greece,201605,Czechia,152584,2016-05-01
618,Hungary,201605,Czechia,1117,2016-05-01
619,Italy,201605,Czechia,569,2016-05-01
620,Morocco,201605,Czechia,746,2016-05-01
621,Netherlands,201605,Czechia,1866852,2016-05-01
622,Poland,201605,Czechia,227832,2016-05-01
623,Slovakia,201605,Czechia,29020,2016-05-01
624,Spain,201605,Czechia,1141803,2016-05-01
625,Sweden,201605,Czechia,60943,2016-05-01
626,Turkey,201605,Czechia,5829,2016-05-01
627,TFYR of Macedonia,201605,Czechia,29132,2016-05-01
628,United Kingdom,201605,Czechia,1293,2016-05-01
635,Austria,201606,Czechia,25472,2016-06-01
636,Belgium,201606,Czechia,2095,2016-06-01
637,Bulgaria,201606,Czechia,409317,2016-06-01
638,Croatia,201606,Czechia,203027,2016-06-01
639,Germany,201606,Czechia,258500,2016-06-01
640,Greece,201606,Czechia,30768,2016-06-01
641,Hungary,201606,Czechia,482784,2016-06-01
642,Italy,201606,Czechia,6156,2016-06-01
643,Morocco,201606,Czechia,740,2016-06-01
644,Netherlands,201606,Czechia,663374,2016-06-01
645,Poland,201606,Czechia,276836,2016-06-01
646,Slovakia,201606,Czechia,141098,2016-06-01
647,Spain,201606,Czechia,2035432,2016-06-01
648,Sweden,201606,Czechia,9935,2016-06-01
649,TFYR of Macedonia,201606,Czechia,38319,2016-06-01
650,United Kingdom,201606,Czechia,1062,2016-06-01
658,Austria,201607,Czechia,22684,2016-07-01
659,Belgium,201607,Czechia,2732,2016-07-01
660,Bulgaria,201607,Czechia,378127,2016-07-01
661,Croatia,201607,Czechia,74964,2016-07-01
662,Germany,201607,Czechia,996806,2016-07-01
663,Greece,201607,Czechia,1015,2016-07-01
664,Hungary,201607,Czechia,1397388,2016-07-01
665,Israel,201607,Czechia,137,2016-07-01
666,Italy,201607,Czechia,70,2016-07-01
667,Morocco,201607,Czechia,729,2016-07-01
668,Netherlands,201607,Czechia,372335,2016-07-01
669,Poland,201607,Czechia,339297,2016-07-01
670,Romania,201607,Czechia,371057,2016-07-01
671,Slovakia,201607,Czechia,340619,2016-07-01
672,Spain,201607,Czechia,514780,2016-07-01
673,Ukraine,201607,Czechia,9886,2016-07-01
674,TFYR of Macedonia,201607,Czechia,107971,2016-07-01
675,United Kingdom,201607,Czechia,1996,2016-07-01
684,Austria,201608,Czechia,73377,2016-08-01
685,Bosnia Herzegovina,201608,Czechia,378743,2016-08-01
686,Bulgaria,201608,Czechia,657254,2016-08-01
687,Croatia,201608,Czechia,337126,2016-08-01
688,Germany,201608,Czechia,1133671,2016-08-01
689,Hungary,201608,Czechia,782578,2016-08-01
690,Italy,201608,Czechia,82,2016-08-01
691,Netherlands,201608,Czechia,233235,2016-08-01
692,Poland,201608,Czechia,423145,2016-08-01
693,Romania,201608,Czechia,162486,2016-08-01
694,Slovakia,201608,Czechia,280784,2016-08-01
695,Spain,201608,Czechia,245522,2016-08-01
696,TFYR of Macedonia,201608,Czechia,124071,2016-08-01
697,United Kingdom,201608,Czechia,1129,2016-08-01
705,Austria,201609,Czechia,25337,2016-09-01
706,Belgium,201609,Czechia,4986,2016-09-01
707,Bosnia Herzegovina,201609,Czechia,111422,2016-09-01
708,Bulgaria,201609,Czechia,551488,2016-09-01
709,Croatia,201609,Czechia,91643,2016-09-01
710,France,201609,Czechia,3,2016-09-01
711,Germany,201609,Czechia,657894,2016-09-01
712,Greece,201609,Czechia,32732,2016-09-01
713,Hungary,201609,Czechia,152687,2016-09-01
714,Italy,201609,Czechia,142,2016-09-01
715,Netherlands,201609,Czechia,91863,2016-09-01
716,Poland,201609,Czechia,404165,2016-09-01
717,Romania,201609,Czechia,9216,2016-09-01
718,Slovakia,201609,Czechia,119116,2016-09-01
719,Spain,201609,Czechia,1068933,2016-09-01
720,TFYR of Macedonia,201609,Czechia,42613,2016-09-01
721,United Kingdom,201609,Czechia,1321,2016-09-01
731,Albania,201610,Czechia,9087,2016-10-01
732,Belgium,201610,Czechia,6511,2016-10-01
733,Bulgaria,201610,Czechia,182582,2016-10-01
734,Croatia,201610,Czechia,214693,2016-10-01
735,Germany,201610,Czechia,478729,2016-10-01
736,Greece,201610,Czechia,151870,2016-10-01
737,Italy,201610,Czechia,189,2016-10-01
738,Netherlands,201610,Czechia,93774,2016-10-01
739,Poland,201610,Czechia,143800,2016-10-01
740,Slovakia,201610,Czechia,124930,2016-10-01
741,Spain,201610,Czechia,2065067,2016-10-01
742,United Kingdom,201610,Czechia,1292,2016-10-01
750,Albania,201611,Czechia,17105,2016-11-01
751,Bulgaria,201611,Czechia,46057,2016-11-01
752,Croatia,201611,Czechia,59767,2016-11-01
753,Germany,201611,Czechia,621911,2016-11-01
754,Greece,201611,Czechia,293229,2016-11-01
755,Israel,201611,Czechia,106,2016-11-01
756,Italy,201611,Czechia,236,2016-11-01
757,Morocco,201611,Czechia,712,2016-11-01
758,Netherlands,201611,Czechia,102951,2016-11-01
759,Poland,201611,Czechia,133503,2016-11-01
760,Slovakia,201611,Czechia,105232,2016-11-01
761,Spain,201611,Czechia,2174380,2016-11-01
762,Turkey,201611,Czechia,107,2016-11-01
763,United Kingdom,201611,Czechia,1094,2016-11-01
771,Albania,201612,Czechia,55934,2016-12-01
772,Croatia,201612,Czechia,17764,2016-12-01
773,Germany,201612,Czechia,820911,2016-12-01
774,Greece,201612,Czechia,576832,2016-12-01
775,Israel,201612,Czechia,215,2016-12-01
776,Italy,201612,Czechia,270,2016-12-01
777,Morocco,201612,Czechia,695,2016-12-01
778,Netherlands,201612,Czechia,44050,2016-12-01
779,Poland,201612,Czechia,112327,2016-12-01
780,Slovakia,201612,Czechia,76222,2016-12-01
781,Spain,201612,Czechia,2535990,2016-12-01
782,Turkey,201612,Czechia,154812,2016-12-01
783,United Kingdom,201612,Czechia,1305,2016-12-01
0,Albania,201608,Bulgaria,683,2016-08-01
1,Germany,201608,Bulgaria,10487,2016-08-01
2,Greece,201608,Bulgaria,2638,2016-08-01
3,Turkey,201608,Bulgaria,21165,2016-08-01
4,TFYR of Macedonia,201608,Bulgaria,13379,2016-08-01
6,Albania,201403,Bulgaria,7367,2014-03-01
7,Greece,201403,Bulgaria,381783,2014-03-01
8,Spain,201403,Bulgaria,63195,2014-03-01
9,Turkey,201403,Bulgaria,320177,2014-03-01
17,Albania,201404,Bulgaria,104371,2014-04-01
18,Greece,201404,Bulgaria,335573,2014-04-01
19,Romania,201404,Bulgaria,34643,2014-04-01
20,Spain,201404,Bulgaria,20789,2014-04-01
21,Turkey,201404,Bulgaria,102092,2014-04-01
22,TFYR of Macedonia,201404,Bulgaria,3909,2014-04-01
47,Czechia,201408,Bulgaria,11345,2014-08-01
48,Greece,201408,Bulgaria,4141,2014-08-01
49,Turkey,201408,Bulgaria,251899,2014-08-01
50,TFYR of Macedonia,201408,Bulgaria,3609,2014-08-01
52,Albania,201504,Bulgaria,209123,2015-04-01
53,Germany,201504,Bulgaria,81791,2015-04-01
54,Greece,201504,Bulgaria,195272,2015-04-01
55,Romania,201504,Bulgaria,58131,2015-04-01
56,Turkey,201504,Bulgaria,180699,2015-04-01
57,TFYR of Macedonia,201504,Bulgaria,9561,2015-04-01
66,Turkey,201604,Bulgaria,127034,2016-04-01
75,Albania,201512,Bulgaria,4438,2015-12-01
76,Czechia,201512,Bulgaria,14064,2015-12-01
77,Germany,201512,Bulgaria,3339,2015-12-01
78,Greece,201512,Bulgaria,735829,2015-12-01
79,Spain,201512,Bulgaria,27812,2015-12-01
80,Turkey,201512,Bulgaria,505226,2015-12-01
85,Greece,201502,Bulgaria,438496,2015-02-01
86,Spain,201502,Bulgaria,68974,2015-02-01
87,Turkey,201502,Bulgaria,213130,2015-02-01
88,United Kingdom,201502,Bulgaria,1771,2015-02-01
90,Albania,201406,Bulgaria,6483,2014-06-01
91,Greece,201406,Bulgaria,24262,2014-06-01
92,Romania,201406,Bulgaria,97441,2014-06-01
93,TFYR of Macedonia,201406,Bulgaria,196690,2014-06-01
105,Albania,201510,Bulgaria,161739,2015-10-01
106,Greece,201510,Bulgaria,16392,2015-10-01
107,Turkey,201510,Bulgaria,64556,2015-10-01
108,TFYR of Macedonia,201510,Bulgaria,84274,2015-10-01
124,Albania,201604,Bulgaria,233217,2016-04-01
125,Germany,201604,Bulgaria,20511,2016-04-01
126,Greece,201604,Bulgaria,314971,2016-04-01
127,Netherlands,201604,Bulgaria,7980,2016-04-01
128,TFYR of Macedonia,201604,Bulgaria,54001,2016-04-01
130,Albania,201610,Bulgaria,118915,2016-10-01
131,Germany,201610,Bulgaria,11126,2016-10-01
132,Greece,201610,Bulgaria,50035,2016-10-01
133,Netherlands,201610,Bulgaria,4655,2016-10-01
134,Turkey,201610,Bulgaria,92625,2016-10-01
135,TFYR of Macedonia,201610,Bulgaria,95369,2016-10-01
137,Albania,201603,Bulgaria,15586,2016-03-01
138,Germany,201603,Bulgaria,120289,2016-03-01
139,Greece,201603,Bulgaria,419021,2016-03-01
140,Netherlands,201603,Bulgaria,7826,2016-03-01
141,Spain,201603,Bulgaria,4465,2016-03-01
142,Turkey,201603,Bulgaria,431163,2016-03-01
152,Greece,201401,Bulgaria,691470,2014-01-01
153,Spain,201401,Bulgaria,13134,2014-01-01
154,Turkey,201401,Bulgaria,515737,2014-01-01
162,Turkey,201409,Bulgaria,209925,2014-09-01
163,TFYR of Macedonia,201409,Bulgaria,110445,2014-09-01
164,Greece,201409,Bulgaria,4683,2014-09-01
165,Romania,201409,Bulgaria,37426,2014-09-01
174,Iran,201602,Bulgaria,7410,2016-02-01
175,Italy,201602,Bulgaria,658,2016-02-01
176,Netherlands,201602,Bulgaria,6832,2016-02-01
177,Spain,201602,Bulgaria,44974,2016-02-01
178,Turkey,201602,Bulgaria,351316,2016-02-01
179,Germany,201602,Bulgaria,192855,2016-02-01
180,Greece,201602,Bulgaria,638462,2016-02-01
182,Greece,201507,Bulgaria,2782,2015-07-01
183,Turkey,201507,Bulgaria,11337,2015-07-01
184,TFYR of Macedonia,201507,Bulgaria,11062,2015-07-01
194,Greece,201508,Bulgaria,1203,2015-08-01
195,Romania,201508,Bulgaria,4678,2015-08-01
196,Serbia,201508,Bulgaria,557,2015-08-01
197,Turkey,201508,Bulgaria,133445,2015-08-01
198,TFYR of Macedonia,201508,Bulgaria,25519,2015-08-01
205,Greece,201402,Bulgaria,505328,2014-02-01
206,Spain,201402,Bulgaria,108468,2014-02-01
207,Turkey,201402,Bulgaria,261391,2014-02-01
214,Greece,201506,Bulgaria,7961,2015-06-01
215,Romania,201506,Bulgaria,20710,2015-06-01
216,TFYR of Macedonia,201506,Bulgaria,35545,2015-06-01
234,Albania,201607,Bulgaria,10212,2016-07-01
235,Germany,201607,Bulgaria,13668,2016-07-01
236,Greece,201607,Bulgaria,3507,2016-07-01
237,Poland,201607,Bulgaria,6310,2016-07-01
238,TFYR of Macedonia,201607,Bulgaria,58224,2016-07-01
240,Albania,201605,Bulgaria,259591,2016-05-01
241,Germany,201605,Bulgaria,16824,2016-05-01
242,Greece,201605,Bulgaria,131473,2016-05-01
243,Serbia,201605,Bulgaria,746,2016-05-01
244,Turkey,201605,Bulgaria,13124,2016-05-01
245,TFYR of Macedonia,201605,Bulgaria,47684,2016-05-01
247,Albania,201405,Bulgaria,79587,2014-05-01
248,Czechia,201405,Bulgaria,15321,2014-05-01
249,Greece,201405,Bulgaria,284454,2014-05-01
250,Romania,201405,Bulgaria,145241,2014-05-01
251,Turkey,201405,Bulgaria,4341,2014-05-01
252,TFYR of Macedonia,201405,Bulgaria,183232,2014-05-01
258,Albania,201612,Bulgaria,101622,2016-12-01
259,Germany,201612,Bulgaria,282833,2016-12-01
260,Greece,201612,Bulgaria,373069,2016-12-01
261,Italy,201612,Bulgaria,92494,2016-12-01
262,Netherlands,201612,Bulgaria,6357,2016-12-01
263,Spain,201612,Bulgaria,23745,2016-12-01
264,Turkey,201612,Bulgaria,1041084,2016-12-01
280,Albania,201410,Bulgaria,128568,2014-10-01
281,Greece,201410,Bulgaria,13535,2014-10-01
282,Turkey,201410,Bulgaria,33039,2014-10-01
283,TFYR of Macedonia,201410,Bulgaria,165776,2014-10-01
291,Albania,201505,Bulgaria,244988,2015-05-01
292,Greece,201505,Bulgaria,92500,2015-05-01
293,Romania,201505,Bulgaria,20995,2015-05-01
294,Turkey,201505,Bulgaria,3657,2015-05-01
295,TFYR of Macedonia,201505,Bulgaria,113329,2015-05-01
305,Germany,201501,Bulgaria,6763,2015-01-01
306,Greece,201501,Bulgaria,573717,2015-01-01
307,Turkey,201501,Bulgaria,136721,2015-01-01
309,Spain,201501,Bulgaria,60557,2015-01-01
315,Albania,201509,Bulgaria,15878,2015-09-01
316,Greece,201509,Bulgaria,6710,2015-09-01
317,Romania,201509,Bulgaria,26324,2015-09-01
318,Serbia,201509,Bulgaria,2682,2015-09-01
319,Turkey,201509,Bulgaria,76033,2015-09-01
320,TFYR of Macedonia,201509,Bulgaria,166553,2015-09-01
329,Greece,201407,Bulgaria,20891,2014-07-01
330,Romania,201407,Bulgaria,34335,2014-07-01
331,Spain,201407,Bulgaria,2952,2014-07-01
