,partner,period,trade_value_usd,reporter
104,France,201505,71,Greece
105,Ireland,201505,978,Greece
106,Lithuania,201505,3777,Greece
109,World,201506,5950,Greece
110,France,201506,84,Greece
111,Ireland,201506,722,Greece
112,Lithuania,201506,5144,Greece
115,World,201507,4911,Greece
116,France,201507,1339,Greece
117,Ireland,201507,1308,Greece
118,Lithuania,201507,2035,Greece
119,Poland,201507,229,Greece
122,World,201508,4343,Greece
123,France,201508,1851,Greece
124,Ireland,201508,1498,Greece
125,Lithuania,201508,874,Greece
126,Poland,201508,120,Greece
129,World,201509,245795,Greece
130,France,201509,462,Greece
131,Ireland,201509,461,Greece
132,Italy,201509,179349,Greece
133,Lithuania,201509,4555,Greece
134,Netherlands,201509,54628,Greece
135,Poland,201509,453,Greece
136,Turkey,201509,5888,Greece
139,World,201510,224837,Greece
140,France,201510,5666,Greece
141,Ireland,201510,1198,Greece
142,Italy,201510,217191,Greece
143,Poland,201510,782,Greece
146,World,201511,464713,Greece
147,France,201511,2413,Greece
148,Ireland,201511,774,Greece
149,Italy,201511,456217,Greece
150,Lithuania,201511,3243,Greece
151,Netherlands,201511,291,Greece
152,Poland,201511,1775,Greece
155,World,201512,26496,Greece
156,France,201512,3935,Greece
157,Germany,201512,15990,Greece
158,Ireland,201512,2634,Greece
159,Lithuania,201512,1625,Greece
160,Netherlands,201512,1121,Greece
161,Poland,201512,1192,Greece
162,World,201601,13681,Greece
163,France,201601,236,Greece
164,Ireland,201601,426,Greece
165,Lithuania,201601,1947,Greece
166,Poland,201601,128,Greece
167,Turkey,201601,10943,Greece
170,World,201602,5122,Greece
171,France,201602,267,Greece
172,Ireland,201602,479,Greece
173,Italy,201602,842,Greece
174,Lithuania,201602,2938,Greece
175,Poland,201602,596,Greece
176,World,201603,6607,Greece
177,France,201603,817,Greece
178,Ireland,201603,2423,Greece
179,Italy,201603,1842,Greece
180,Lithuania,201603,1162,Greece
181,Poland,201603,363,Greece
184,World,201604,4302,Greece
185,France,201604,66,Greece
186,Ireland,201604,1796,Greece
187,Lithuania,201604,1982,Greece
188,Poland,201604,458,Greece
191,World,201605,3635,Greece
192,France,201605,64,Greece
193,Italy,201605,1945,Greece
194,Lithuania,201605,1627,Greece
197,World,201606,20836,Greece
198,Hungary,201606,6997,Greece
199,Ireland,201606,2520,Greece
200,Italy,201606,4573,Greece
201,Lithuania,201606,2940,Greece
202,Poland,201606,3807,Greece
203,World,201607,13774,Greece
204,France,201607,401,Greece
205,Hungary,201607,8332,Greece
206,Ireland,201607,1014,Greece
207,Italy,201607,1937,Greece
208,Lithuania,201607,1774,Greece
209,Poland,201607,316,Greece
210,World,201608,17788,Greece
211,France,201608,1161,Greece
212,Hungary,201608,6820,Greece
213,Ireland,201608,976,Greece
214,Italy,201608,348,Greece
215,Netherlands,201608,7995,Greece
216,Poland,201608,488,Greece
219,World,201609,230628,Greece
220,France,201609,121,Greece
221,Ireland,201609,1133,Greece
222,Italy,201609,228270,Greece
223,Lithuania,201609,1076,Greece
224,Poland,201609,28,Greece
228,World,201610,83506,Greece
229,Hungary,201610,2749,Greece
230,Ireland,201610,516,Greece
231,Italy,201610,77012,Greece
232,Lithuania,201610,2496,Greece
233,Poland,201610,733,Greece
234,World,201611,157482,Greece
235,France,201611,9528,Greece
236,Hungary,201611,758,Greece
237,Italy,201611,143292,Greece
238,Lithuania,201611,1897,Greece
239,Netherlands,201611,720,Greece
240,Poland,201611,1287,Greece
241,World,201612,29754,Greece
242,France,201612,9058,Greece
243,Hungary,201612,1081,Greece
244,Italy,201612,16278,Greece
245,Lithuania,201612,1818,Greece
246,Netherlands,201612,851,Greece
247,Poland,201612,668,Greece
0,World,201401,5624,Bulgaria
1,France,201401,84,Bulgaria
2,Ireland,201401,987,Bulgaria
3,Italy,201401,1308,Bulgaria
4,Lithuania,201401,2773,Bulgaria
5,Poland,201401,473,Bulgaria
6,World,201402,9564,Bulgaria
7,Ireland,201402,1636,Bulgaria
8,Italy,201402,2966,Bulgaria
9,Lithuania,201402,3450,Bulgaria
10,Poland,201402,1512,Bulgaria
11,World,201403,4987,Bulgaria
12,Lithuania,201403,4187,Bulgaria
13,Poland,201403,800,Bulgaria
14,World,201404,10823,Bulgaria
15,France,201404,90,Bulgaria
16,Ireland,201404,370,Bulgaria
17,Italy,201404,1898,Bulgaria
18,Lithuania,201404,3862,Bulgaria
19,Turkey,201404,4603,Bulgaria
20,World,201405,5773,Bulgaria
21,Ireland,201405,817,Bulgaria
22,Lithuania,201405,3785,Bulgaria
23,Poland,201405,1171,Bulgaria
24,World,201406,4449,Bulgaria
25,France,201406,90,Bulgaria
26,Ireland,201406,810,Bulgaria
27,Italy,201406,1993,Bulgaria
28,Poland,201406,1557,Bulgaria
29,World,201407,4758,Bulgaria
30,France,201407,1262,Bulgaria
31,Ireland,201407,399,Bulgaria
32,Lithuania,201407,2385,Bulgaria
33,Poland,201407,712,Bulgaria
34,World,201408,37410,Bulgaria
35,France,201408,1861,Bulgaria
36,Ireland,201408,1191,Bulgaria
37,Italy,201408,1336,Bulgaria
38,Lithuania,201408,3275,Bulgaria
39,Netherlands,201408,29014,Bulgaria
40,Poland,201408,733,Bulgaria
44,World,201409,182326,Bulgaria
45,France,201409,231,Bulgaria
46,Ireland,201409,986,Bulgaria
47,Italy,201409,147778,Bulgaria
48,Lithuania,201409,2493,Bulgaria
49,Netherlands,201409,29172,Bulgaria
50,Poland,201409,1665,Bulgaria
53,World,201410,197811,Bulgaria
54,France,201410,374,Bulgaria
55,Italy,201410,193005,Bulgaria
56,Lithuania,201410,3114,Bulgaria
57,Netherlands,201410,80,Bulgaria
58,Poland,201410,1237,Bulgaria
61,World,201411,233107,Bulgaria
62,France,201411,7060,Bulgaria
63,Ireland,201411,1541,Bulgaria
64,Italy,201411,209724,Bulgaria
65,Lithuania,201411,3304,Bulgaria
66,Netherlands,201411,9947,Bulgaria
67,Poland,201411,1532,Bulgaria
68,World,201412,9586,Bulgaria
69,France,201412,4786,Bulgaria
70,Ireland,201412,997,Bulgaria
71,Netherlands,201412,1671,Bulgaria
72,Poland,201412,2133,Bulgaria
76,World,201501,7889,Bulgaria
77,France,201501,275,Bulgaria
78,Ireland,201501,1237,Bulgaria
79,Italy,201501,1521,Bulgaria
80,Lithuania,201501,2561,Bulgaria
81,Netherlands,201501,1860,Bulgaria
82,Poland,201501,434,Bulgaria
83,World,201502,2484,Bulgaria
84,France,201502,254,Bulgaria
85,Ireland,201502,529,Bulgaria
86,Lithuania,201502,1018,Bulgaria
87,Poland,201502,684,Bulgaria
90,World,201503,5070,Bulgaria
91,France,201503,162,Bulgaria
92,Ireland,201503,852,Bulgaria
93,Italy,201503,1648,Bulgaria
94,Lithuania,201503,1553,Bulgaria
95,Poland,201503,855,Bulgaria
96,World,201504,5216,Bulgaria
97,France,201504,136,Bulgaria
98,Ireland,201504,2695,Bulgaria
99,Lithuania,201504,1445,Bulgaria
100,Poland,201504,940,Bulgaria
103,World,201505,4827,Bulgaria
104,France,201505,71,Bulgaria
105,Ireland,201505,978,Bulgaria
106,Lithuania,201505,3777,Bulgaria
109,World,201506,5950,Bulgaria
110,France,201506,84,Bulgaria
111,Ireland,201506,722,Bulgaria
112,Lithuania,201506,5144,Bulgaria
115,World,201507,4911,Bulgaria
116,France,201507,1339,Bulgaria
117,Ireland,201507,1308,Bulgaria
118,Lithuania,201507,2035,Bulgaria
119,Poland,201507,229,Bulgaria
122,World,201508,4343,Bulgaria
123,France,201508,1851,Bulgaria
124,Ireland,201508,1498,Bulgaria
125,Lithuania,201508,874,Bulgaria
126,Poland,201508,120,Bulgaria
129,World,201509,245795,Bulgaria
130,France,201509,462,Bulgaria
131,Ireland,201509,461,Bulgaria
132,Italy,201509,179349,Bulgaria
133,Lithuania,201509,4555,Bulgaria
134,Netherlands,201509,54628,Bulgaria
135,Poland,201509,453,Bulgaria
136,Turkey,201509,5888,Bulgaria
139,World,201510,224837,Bulgaria
140,France,201510,5666,Bulgaria
141,Ireland,201510,1198,Bulgaria
142,Italy,201510,217191,Bulgaria
143,Poland,201510,782,Bulgaria
146,World,201511,464713,Bulgaria
147,France,201511,2413,Bulgaria
148,Ireland,201511,774,Bulgaria
149,Italy,201511,456217,Bulgaria
150,Lithuania,201511,3243,Bulgaria
151,Netherlands,201511,291,Bulgaria
152,Poland,201511,1775,Bulgaria
155,World,201512,26496,Bulgaria
156,France,201512,3935,Bulgaria
157,Germany,201512,15990,Bulgaria
158,Ireland,201512,2634,Bulgaria
159,Lithuania,201512,1625,Bulgaria
160,Netherlands,201512,1121,Bulgaria
161,Poland,201512,1192,Bulgaria
162,World,201601,13681,Bulgaria
163,France,201601,236,Bulgaria
164,Ireland,201601,426,Bulgaria
165,Lithuania,201601,1947,Bulgaria
166,Poland,201601,128,Bulgaria
167,Turkey,201601,10943,Bulgaria
170,World,201602,5122,Bulgaria
171,France,201602,267,Bulgaria
172,Ireland,201602,479,Bulgaria
173,Italy,201602,842,Bulgaria
174,Lithuania,201602,2938,Bulgaria
175,Poland,201602,596,Bulgaria
176,World,201603,6607,Bulgaria
177,France,201603,817,Bulgaria
178,Ireland,201603,2423,Bulgaria
179,Italy,201603,1842,Bulgaria
180,Lithuania,201603,1162,Bulgaria
181,Poland,201603,363,Bulgaria
184,World,201604,4302,Bulgaria
185,France,201604,66,Bulgaria
186,Ireland,201604,1796,Bulgaria
187,Lithuania,201604,1982,Bulgaria
188,Poland,201604,458,Bulgaria
191,World,201605,3635,Bulgaria
192,France,201605,64,Bulgaria
193,Italy,201605,1945,Bulgaria
194,Lithuania,201605,1627,Bulgaria
197,World,201606,20836,Bulgaria
198,Hungary,201606,6997,Bulgaria
199,Ireland,201606,2520,Bulgaria
200,Italy,201606,4573,Bulgaria
201,Lithuania,201606,2940,Bulgaria
202,Poland,201606,3807,Bulgaria
203,World,201607,13774,Bulgaria
204,France,201607,401,Bulgaria
205,Hungary,201607,8332,Bulgaria
206,Ireland,201607,1014,Bulgaria
207,Italy,201607,1937,Bulgaria
208,Lithuania,201607,1774,Bulgaria
209,Poland,201607,316,Bulgaria
210,World,201608,17788,Bulgaria
211,France,201608,1161,Bulgaria
212,Hungary,201608,6820,Bulgaria
213,Ireland,201608,976,Bulgaria
214,Italy,201608,348,Bulgaria
215,Netherlands,201608,7995,Bulgaria
216,Poland,201608,488,Bulgaria
219,World,201609,230628,Bulgaria
220,France,201609,121,Bulgaria
221,Ireland,201609,1133,Bulgaria
222,Italy,201609,228270,Bulgaria
223,Lithuania,201609,1076,Bulgaria
224,Poland,201609,28,Bulgaria
228,World,201610,83506,Bulgaria
229,Hungary,201610,2749,Bulgaria
230,Ireland,201610,516,Bulgaria
231,Italy,201610,77012,Bulgaria
232,Lithuania,201610,2496,Bulgaria
233,Poland,201610,733,Bulgaria
234,World,201611,157482,Bulgaria
235,France,201611,9528,Bulgaria
236,Hungary,201611,758,Bulgaria
237,Italy,201611,143292,Bulgaria
238,Lithuania,201611,1897,Bulgaria
239,Netherlands,201611,720,Bulgaria
240,Poland,201611,1287,Bulgaria
241,World,201612,29754,Bulgaria
242,France,201612,9058,Bulgaria
243,Hungary,201612,1081,Bulgaria
244,Italy,201612,16278,Bulgaria
245,Lithuania,201612,1818,Bulgaria
246,Netherlands,201612,851,Bulgaria
247,Poland,201612,668,Bulgaria
0,World,201401,5624,Hungary
1,France,201401,84,Hungary
2,Ireland,201401,987,Hungary
3,Italy,201401,1308,Hungary
4,Lithuania,201401,2773,Hungary
5,Poland,201401,473,Hungary
6,World,201402,9564,Hungary
7,Ireland,201402,1636,Hungary
8,Italy,201402,2966,Hungary
9,Lithuania,201402,3450,Hungary
10,Poland,201402,1512,Hungary
11,World,201403,4987,Hungary
12,Lithuania,201403,4187,Hungary
13,Poland,201403,800,Hungary
14,World,201404,10823,Hungary
15,France,201404,90,Hungary
16,Ireland,201404,370,Hungary
17,Italy,201404,1898,Hungary
18,Lithuania,201404,3862,Hungary
19,Turkey,201404,4603,Hungary
20,World,201405,5773,Hungary
21,Ireland,201405,817,Hungary
22,Lithuania,201405,3785,Hungary
23,Poland,201405,1171,Hungary
24,World,201406,4449,Hungary
25,France,201406,90,Hungary
26,Ireland,201406,810,Hungary
27,Italy,201406,1993,Hungary
28,Poland,201406,1557,Hungary
29,World,201407,4758,Hungary
30,France,201407,1262,Hungary
31,Ireland,201407,399,Hungary
32,Lithuania,201407,2385,Hungary
33,Poland,201407,712,Hungary
34,World,201408,37410,Hungary
35,France,201408,1861,Hungary
36,Ireland,201408,1191,Hungary
37,Italy,201408,1336,Hungary
38,Lithuania,201408,3275,Hungary
39,Netherlands,201408,29014,Hungary
40,Poland,201408,733,Hungary
44,World,201409,182326,Hungary
45,France,201409,231,Hungary
46,Ireland,201409,986,Hungary
47,Italy,201409,147778,Hungary
48,Lithuania,201409,2493,Hungary
49,Netherlands,201409,29172,Hungary
50,Poland,201409,1665,Hungary
53,World,201410,197811,Hungary
54,France,201410,374,Hungary
55,Italy,201410,193005,Hungary
56,Lithuania,201410,3114,Hungary
57,Netherlands,201410,80,Hungary
58,Poland,201410,1237,Hungary
61,World,201411,233107,Hungary
62,France,201411,7060,Hungary
63,Ireland,201411,1541,Hungary
64,Italy,201411,209724,Hungary
65,Lithuania,201411,3304,Hungary
66,Netherlands,201411,9947,Hungary
67,Poland,201411,1532,Hungary
68,World,201412,9586,Hungary
69,France,201412,4786,Hungary
70,Ireland,201412,997,Hungary
71,Netherlands,201412,1671,Hungary
72,Poland,201412,2133,Hungary
76,World,201501,7889,Hungary
77,France,201501,275,Hungary
78,Ireland,201501,1237,Hungary
79,Italy,201501,1521,Hungary
80,Lithuania,201501,2561,Hungary
81,Netherlands,201501,1860,Hungary
82,Poland,201501,434,Hungary
83,World,201502,2484,Hungary
84,France,201502,254,Hungary
85,Ireland,201502,529,Hungary
86,Lithuania,201502,1018,Hungary
87,Poland,201502,684,Hungary
90,World,201503,5070,Hungary
91,France,201503,162,Hungary
92,Ireland,201503,852,Hungary
93,Italy,201503,1648,Hungary
94,Lithuania,201503,1553,Hungary
95,Poland,201503,855,Hungary
96,World,201504,5216,Hungary
97,France,201504,136,Hungary
98,Ireland,201504,2695,Hungary
99,Lithuania,201504,1445,Hungary
100,Poland,201504,940,Hungary
103,World,201505,4827,Hungary
104,France,201505,71,Hungary
105,Ireland,201505,978,Hungary
106,Lithuania,201505,3777,Hungary
109,World,201506,5950,Hungary
110,France,201506,84,Hungary
111,Ireland,201506,722,Hungary
112,Lithuania,201506,5144,Hungary
115,World,201507,4911,Hungary
116,France,201507,1339,Hungary
117,Ireland,201507,1308,Hungary
118,Lithuania,201507,2035,Hungary
119,Poland,201507,229,Hungary
122,World,201508,4343,Hungary
123,France,201508,1851,Hungary
124,Ireland,201508,1498,Hungary
125,Lithuania,201508,874,Hungary
126,Poland,201508,120,Hungary
129,World,201509,245795,Hungary
130,France,201509,462,Hungary
131,Ireland,201509,461,Hungary
132,Italy,201509,179349,Hungary
133,Lithuania,201509,4555,Hungary
134,Netherlands,201509,54628,Hungary
135,Poland,201509,453,Hungary
136,Turkey,201509,5888,Hungary
139,World,201510,224837,Hungary
140,France,201510,5666,Hungary
141,Ireland,201510,1198,Hungary
142,Italy,201510,217191,Hungary
143,Poland,201510,782,Hungary
146,World,201511,464713,Hungary
147,France,201511,2413,Hungary
148,Ireland,201511,774,Hungary
149,Italy,201511,456217,Hungary
150,Lithuania,201511,3243,Hungary
151,Netherlands,201511,291,Hungary
152,Poland,201511,1775,Hungary
155,World,201512,26496,Hungary
156,France,201512,3935,Hungary
157,Germany,201512,15990,Hungary
158,Ireland,201512,2634,Hungary
159,Lithuania,201512,1625,Hungary
160,Netherlands,201512,1121,Hungary
161,Poland,201512,1192,Hungary
162,World,201601,13681,Hungary
163,France,201601,236,Hungary
164,Ireland,201601,426,Hungary
165,Lithuania,201601,1947,Hungary
166,Poland,201601,128,Hungary
167,Turkey,201601,10943,Hungary
170,World,201602,5122,Hungary
171,France,201602,267,Hungary
172,Ireland,201602,479,Hungary
173,Italy,201602,842,Hungary
174,Lithuania,201602,2938,Hungary
175,Poland,201602,596,Hungary
176,World,201603,6607,Hungary
177,France,201603,817,Hungary
178,Ireland,201603,2423,Hungary
179,Italy,201603,1842,Hungary
180,Lithuania,201603,1162,Hungary
181,Poland,201603,363,Hungary
184,World,201604,4302,Hungary
185,France,201604,66,Hungary
186,Ireland,201604,1796,Hungary
187,Lithuania,201604,1982,Hungary
188,Poland,201604,458,Hungary
191,World,201605,3635,Hungary
192,France,201605,64,Hungary
193,Italy,201605,1945,Hungary
194,Lithuania,201605,1627,Hungary
197,World,201606,20836,Hungary
198,Hungary,201606,6997,Hungary
199,Ireland,201606,2520,Hungary
200,Italy,201606,4573,Hungary
201,Lithuania,201606,2940,Hungary
202,Poland,201606,3807,Hungary
203,World,201607,13774,Hungary
204,France,201607,401,Hungary
205,Hungary,201607,8332,Hungary
206,Ireland,201607,1014,Hungary
207,Italy,201607,1937,Hungary
208,Lithuania,201607,1774,Hungary
209,Poland,201607,316,Hungary
210,World,201608,17788,Hungary
211,France,201608,1161,Hungary
212,Hungary,201608,6820,Hungary
213,Ireland,201608,976,Hungary
214,Italy,201608,348,Hungary
215,Netherlands,201608,7995,Hungary
216,Poland,201608,488,Hungary
219,World,201609,230628,Hungary
220,France,201609,121,Hungary
221,Ireland,201609,1133,Hungary
222,Italy,201609,228270,Hungary
223,Lithuania,201609,1076,Hungary
224,Poland,201609,28,Hungary
228,World,201610,83506,Hungary
229,Hungary,201610,2749,Hungary
230,Ireland,201610,516,Hungary
231,Italy,201610,77012,Hungary
232,Lithuania,201610,2496,Hungary
233,Poland,201610,733,Hungary
234,World,201611,157482,Hungary
235,France,201611,9528,Hungary
236,Hungary,201611,758,Hungary
237,Italy,201611,143292,Hungary
238,Lithuania,201611,1897,Hungary
239,Netherlands,201611,720,Hungary
240,Poland,201611,1287,Hungary
241,World,201612,29754,Hungary
242,France,201612,9058,Hungary
243,Hungary,201612,1081,Hungary
244,Italy,201612,16278,Hungary
245,Lithuania,201612,1818,Hungary
246,Netherlands,201612,851,Hungary
247,Poland,201612,668,Hungary
0,World,201401,5624,Ireland
1,France,201401,84,Ireland
2,Ireland,201401,987,Ireland
3,Italy,201401,1308,Ireland
4,Lithuania,201401,2773,Ireland
5,Poland,201401,473,Ireland
6,World,201402,9564,Ireland
7,Ireland,201402,1636,Ireland
8,Italy,201402,2966,Ireland
9,Lithuania,201402,3450,Ireland
10,Poland,201402,1512,Ireland
11,World,201403,4987,Ireland
12,Lithuania,201403,4187,Ireland
13,Poland,201403,800,Ireland
14,World,201404,10823,Ireland
15,France,201404,90,Ireland
16,Ireland,201404,370,Ireland
17,Italy,201404,1898,Ireland
18,Lithuania,201404,3862,Ireland
19,Turkey,201404,4603,Ireland
20,World,201405,5773,Ireland
21,Ireland,201405,817,Ireland
22,Lithuania,201405,3785,Ireland
23,Poland,201405,1171,Ireland
24,World,201406,4449,Ireland
25,France,201406,90,Ireland
26,Ireland,201406,810,Ireland
27,Italy,201406,1993,Ireland
28,Poland,201406,1557,Ireland
29,World,201407,4758,Ireland
30,France,201407,1262,Ireland
31,Ireland,201407,399,Ireland
32,Lithuania,201407,2385,Ireland
33,Poland,201407,712,Ireland
34,World,201408,37410,Ireland
35,France,201408,1861,Ireland
36,Ireland,201408,1191,Ireland
37,Italy,201408,1336,Ireland
38,Lithuania,201408,3275,Ireland
39,Netherlands,201408,29014,Ireland
40,Poland,201408,733,Ireland
44,World,201409,182326,Ireland
45,France,201409,231,Ireland
46,Ireland,201409,986,Ireland
47,Italy,201409,147778,Ireland
48,Lithuania,201409,2493,Ireland
49,Netherlands,201409,29172,Ireland
50,Poland,201409,1665,Ireland
53,World,201410,197811,Ireland
54,France,201410,374,Ireland
55,Italy,201410,193005,Ireland
56,Lithuania,201410,3114,Ireland
57,Netherlands,201410,80,Ireland
