"","commoditycode","parent","description"
"3842","2401","24","Unmanufactured tobacco; tobacco refuse"
"3843","240110","2401","Tobacco, unstemmed or unstripped"
"3844","24011010","240110","TOBACCO: FLUE CURED VIRGINIA TYPE-NOT STRIPPED"
"3845","24011020","240110","TOBACCO: LIGHT AIR CURED BURLEY TYPE(INCLUDING BURLEY HYBRIDS)-NOT STRIPPED"
"3846","24011030","240110","TOBACCO: LIGHT AIR CURED MARYLAND TYPE-NOT STRIPPED"
"3847","24011035","240110","Light air-cured tobacco, unstemmed or unstripped"
"3848","24011041","240110","TOBACCO: FIRE CURED KENTUCKY TYPE NOT STRIPPED"
"3849","24011049","240110","TOBACCO: OTHER- NOT STRIPPED"
"3850","24011050","240110","TOBACCO: OTHER-LIGHT AIR CURED NOT STRIPPED"
"3851","24011060","240110","Sun-cured oriental type tobacco, unstemmed or unstripped"
"3852","24011070","240110","Dark air-cured tobacco, unstemmed or unstripped"
"3853","24011080","240110","FLUE CURED TOBACCO: NOT STRIPPED"
"3854","24011085","240110","Flue-cured tobacco, unstemmed or unstripped"
"3855","24011090","240110","TOBACCO: OTHER NOT STRIPPED"
"3856","24011095","240110","Tobacco, unstemmed or unstripped (excl. light air-cured, sun-cured oriental, dark air-cured and flue-cured tobacco)"
"3857","240120","2401","Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured"
"3858","24012010","240120","TOBACCO: FLUE CURED VIRGINIA TYPE-WHOLLY OR PARTLY STRIPPED"
"3859","24012020","240120","TOBACCO: LIGHT AIR CURED BURLEY TYPE (INCLUDING BURLEYHYBRIDS) WHOLLY OR PARTLY STRIPPED"
"3860","24012030","240120","TOBACCO: LIGHT AIR CURED MARYLAND TYPE-WHOLLY OR PARTLYSTRIPPED"
"3861","24012035","240120","Partly or wholly stemmed or stripped light air-cured tobacco, otherwise unmanufactured"
"3862","24012041","240120","TOBACCO: FIRE CURED KENTUCKY TYPE WHOLLY OR PARTLY STRIPPED"
"3863","24012049","240120","TOBACCO: OTHER WHOLLY OR PARTLY STRIPPED"
"3864","24012050","240120","TOBACCO: OTHER - LIGHT AIR CURED WHOLLY OR PARTLY STRIPPED"
"3865","24012060","240120","Partly or wholly stemmed or stripped sun-cured oriental type tobacco, otherwise unmanufactured"
"3866","24012070","240120","Partly or wholly stemmed or stripped dark air-cured tobacco, otherwise unmanufactured"
"3867","24012080","240120","FLUE CURED TOBACCO: WHOLLY OR PARTLY STRIPPED"
"3868","24012085","240120","Partly or wholly stemmed or stripped flue-cured tobacco, otherwise unmanufactured"
"3869","24012090","240120","TOBACCO: OTHER WHOLLY OR PARTLY STRIPPED"
"3870","24012095","240120","Partly or wholly stemmed or stripped tobacco, otherwise unmanufactured (excl. light air-cured, sun-cured oriental, dark air-cured and flue-cured tobacco)"
"3871","24013000","2401","Tobacco refuse"
"3872","2402","24","Cigars, cheroots, cigarillos and cigarettes of tobacco or of tobacco substitutes"
"3873","24021000","2402","Cigars, cheroots and cigarillos containing tobacco"
"3874","240220","2402","Cigarettes, containing tobacco"
"3875","24022010","240220","Cigarettes, containing tobacco and cloves"
"3876","24022090","240220","Cigarettes, containing tobacco (excl. containing cloves)"
"3877","24029000","2402","Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes"
"3878","2403","24","Manufactured tobacco and manufactured tobacco substitutes and ""homogenised"" or ""reconstituted"" tobacco, tobacco extracts and tobacco essences (excl. cigars, incl. cheroots, cigarillos and cigarettes)"
"3879","24031010","2403","Smoking tobacco, whether or not containing tobacco substitutes in any proportion, in immediate packings of..."
"3880","24031090","2403","Smoking tobacco, whether or not containing tobacco substitutes in any proportion, in immediate packings of..."
"3881","24031100","2403","Water-pipe tobacco (excl. tobacco-free. See subheading note 1.)"
"3882","240319","2403","Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excl. water-pipe tobacco containing tobacco)"
"3883","24031910","240319","Smoking tobacco, whether or not containing tobacco substitutes in any proportion, in immediate packings of a net content of <= 500 g (excl. water-pipe tobacco containing tobacco)"
"3884","24031990","240319","Smoking tobacco, whether or not containing tobacco substitutes in any proportion, in immediate packings of a net content of > 500 g (excl. water-pipe tobacco containing tobacco)"
"3885","24039100","2403","Tobacco, ""homogenised"" or ""reconstituted"" from finely-chopped tobacco leaves, tobacco refuse or tobacco dust"
"3886","240399","2403","Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, and tobacco powder, tobacco extracts and essences (excl. cigars, cheroots, cigarillos and cigarettes, smoking tobacco whether or not containing tobacco substitutes in any proportion, ""homogenised"" or ""reconstituted"" tobacco, nicotine extracted from the tobacco plant and insecticides manufactured from tobacco extracts and essences)"
"3887","24039910","240399","Chewing tobacco and snuff"
"3888","24039990","240399","Manufactured tobacco and tobacco substitutes, and tobacco powder, tobacco extracts and essences (excl. chewing tobacco, snuff, cigars, cheroots, cigarillos and cigarettes, smoking tobacco whether or not containing tobacco substitutes in any proportion, ""homogenised"" or ""reconstituted"" tobacco, nicotine extracted from the tobacco plant and insecticides manufactured from tobacco extracts and essences)"
"3889","V","","MINERAL PRODUCTS"
"3890","25","V","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT"
"3891","250100","25","Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water"
"3892","25010010","250100","Sea water and salt liquors"
"3893","25010031","250100","Salt for chemical transformation ""separation of Na from Cl"" for the manufacture of other products"
"3894","25010051","250100","Salt, denatured or for other industrial uses, incl. refining (excl. for chemical transformation or preservation or preparation of foodstuffs for human or animal consumption)"
"3895","25010091","250100","Salt suitable for human consumption"
"3896","25010099","250100","Salt and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents (excl. table salt, salt for chemical transformation ""separation of Na from Cl"", denatured salt and salt for other industrial uses)"
"3897","2505","25","Natural sands of all kinds, whether or not coloured (excl. gold- and platinum-bearing sands, zircon, rutile and ilmenite sands, monazite sands, and tar or asphalt sands)"
"3898","25051000","2505","Silica sands and quartz sands, whether or not coloured"
"3899","25059000","2505","Natural sands of all kinds, whether or not coloured (excl. silica sands, quartz sands, gold- and platinum-bearing sands, zircon, rutile and ilmenite sands, monazite sands, and tar or asphalt sands)"
"3900","2506","25","Quartz (excl. natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape"
"3901","25061000","2506","Quartz (excl. quartz sands)"
"3902","25062000","2506","Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular shape"
"3903","250700","25","Kaolin and other kaolinic clays, whether or not calcined"
"3904","25070020","250700","Kaolin"
"3905","25070080","250700","Kaolinic clays (other than kaolin)"
"3906","2508","25","Clays, andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths (excl. kaolin and other kaolinic clays, and expanded clay)"
"3907","25081000","2508","Bentonite"
"3908","25083000","2508","Fireclay (excl. kaolin and other kaolinic clays and expanded clay)"
"3909","25084000","2508","Clays (excl. fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)"
"3910","25085000","2508","Andalusite, kyanite and sillimanite"
"3911","25086000","2508","Mullite"
"3912","25087000","2508","Chamotte or dinas earths"
"3913","25090000","25","Chalk"
"3914","2510","25","Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic chalk"
"3915","25101000","2510","Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic chalk, unground"
"3916","25102000","2510","Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic chalk, ground"
"3917","2511","25","Natural barium sulphate ""barytes""; natural barium carbonate ""witherite"", whether or not calcined (excl. barium oxide)"
"3918","25111000","2511","Natural barium sulphate ""barytes"""
"3919","25112000","2511","Natural barium carbonate ""witherite"", whether or not calcined (excl. barium oxide)"
"3920","25120000","25","Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, whether or not calcined, of an apparent specific gravity of <= 1"
"3921","2513","25","Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated"
"3922","25131000","2513","Pumice stone"
"3923","25132000","2513","Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated"
"3924","25140000","25","Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape; slate powder and slate refuse"
"3925","2515","25","Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent specific gravity of >= 2,5, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. in the form of granules, chippings or powder)"
"3926","25151100","2515","Marble and travertine, crude or roughly trimmed"
"3927","25151200","2515","Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape"
"3928","25151220","2515","MARBLE AND TRAVERTINE MERELY CUT INTO RECTANGULAR BLOCKS ORSLABS INC SQ SHAPE; OF A THICKNESS NE 4CM"
"3929","25151250","2515","MARBLE AND TRAVERTINE MERELY CUT INTO RECT BLOCKS OR SLABSINC SQ SHAPE THICKNESS EXC 4CM BUT NOT 25CM"
